Omzet_Bulanan_Juta_Rp,Laba_Bersih_Bulanan_Juta_Rp,Jumlah_Karyawan,Total_Aset_Juta_Rp,Pencatatan_Keuangan_1_3,Tingkat_Digitalisasi_1_4
3.1,0.57,1,2.06,1,1
3.8,0.13,1,6.13,1,1
29.63,8.42,2,87.71,2,2
2.09,0.21,1,2.4,1,1
5.94,0.51,1,6.8,1,1
49.83,17.5,10,299.54,2,4
90.37,34.25,4,245.48,3,4
112.79,22.65,3,211.24,2,4
28.38,4.61,3,53.42,2,2
6.32,0.21,1,4.64,2,1
15.95,3.46,1,64.8,3,2
34.74,5.96,3,83.94,3,3
15.14,3.6,2,86.41,2,2
84.2,23.27,10,374.29,2,3
49.38,19.02,8,416.33,3,3
14.58,2.83,3,29.42,1,2
121.57,36.96,8,305.31,3,4
6.96,1.3,1,6.86,1,1
5.32,0.52,1,4.73,1,1
39.46,8.04,2,41.55,2,2
6.61,0.35,1,3.43,1,2
5.14,0.01,1,9.95,1,1
19.24,3.99,3,74.08,2,2
5.4,-0.45,1,8.43,1,1
137.0,45.06,9,480.89,2,4
0.65,0.08,1,5.07,1,1
67.3,19.01,8,386.14,3,4
17.8,3.11,1,83.84,3,3
94.96,20.63,8,217.57,2,3
20.88,5.09,1,53.69,2,3
3.14,0.07,1,3.94,1,1
4.99,0.88,1,5.76,1,2
23.6,6.62,2,62.43,2,2
3.73,-0.34,1,6.42,1,1
23.89,5.43,3,99.76,2,2
38.29,9.87,3,85.2,3,2
3.13,0.25,1,8.47,1,1
151.02,51.71,5,240.4,2,4
2.15,0.28,1,3.69,1,1
39.6,8.11,2,97.27,2,2
17.21,4.71,1,16.06,2,3
18.45,3.53,2,62.31,1,3
0.67,-0.06,1,7.87,1,1
2.3,0.4,1,7.87,1,1
1.83,0.03,1,5.35,1,1
2.05,0.5,1,2.78,1,1
39.2,9.31,2,67.88,2,2
17.06,4.51,2,88.34,3,2
90.27,28.44,7,177.45,3,4
3.52,-0.33,1,5.41,2,1
6.35,-0.11,1,6.61,1,1
4.41,0.74,1,3.63,1,1
0.83,0.01,1,8.64,1,1
3.35,0.41,1,1.88,1,2
5.63,0.48,1,8.44,1,1
4.01,0.0,1,9.3,1,1
115.7,34.49,7,479.77,2,3
9.54,1.83,3,97.29,2,3
84.97,24.51,6,225.24,3,3
9.59,1.54,3,53.62,2,3
143.25,55.62,6,235.72,2,4
3.19,0.67,1,7.47,1,1
2.72,-0.05,1,3.56,1,2
22.01,4.89,3,40.77,3,3
39.37,10.28,1,18.22,2,2
3.38,-0.25,1,9.7,1,2
10.99,1.9,1,47.45,2,3
2.66,-0.01,1,5.58,1,1
134.64,43.76,3,370.08,3,3
6.72,0.54,1,4.95,1,1
3.03,0.72,1,7.48,1,1
117.07,34.75,3,341.76,3,4
2.26,0.3,1,3.07,1,1
24.5,7.26,3,20.02,2,2
1.04,0.13,1,2.36,1,2
38.85,8.66,1,16.04,2,2
25.75,4.11,1,78.59,2,3
96.8,35.78,7,458.66,3,4
0.96,-0.04,1,5.48,1,1
10.02,2.79,3,88.75,3,3
3.66,-0.13,1,2.55,1,1
27.26,6.58,1,76.21,2,3
6.87,0.69,1,6.33,1,1
21.89,6.39,1,37.93,2,2
144.07,47.47,10,333.79,2,3
82.21,28.56,6,499.78,3,4
7.17,1.5,2,86.6,2,3
4.87,1.11,1,6.39,1,1
25.94,7.07,3,95.83,2,2
6.86,1.48,1,5.68,2,1
5.83,0.99,1,8.56,1,1
5.31,0.54,1,7.05,1,1
143.82,41.19,3,278.34,3,4
1.0,0.25,1,8.96,2,1
6.96,1.2,1,8.1,1,1
5.29,-0.28,1,9.85,1,1
3.03,0.34,1,6.78,1,1
6.72,-0.53,1,8.67,1,2
39.89,8.7,3,90.87,2,3
2.74,0.6,1,9.05,1,1
0.63,0.08,1,7.73,1,1
2.86,0.64,1,6.03,1,2
38.81,7.52,1,80.31,2,2
38.21,6.66,1,58.25,2,3
5.59,-0.09,1,6.41,1,1
34.86,5.69,1,23.32,3,2
32.23,8.88,1,60.04,2,2
20.3,5.91,1,65.09,2,2
4.85,0.58,1,3.26,1,1
3.29,0.73,1,2.75,1,2
1.98,0.11,1,8.82,1,1
2.07,0.41,1,9.05,1,1
97.84,34.7,10,239.82,2,3
6.02,1.32,1,1.42,1,1
15.22,3.08,2,64.71,3,2
17.97,4.29,2,19.58,1,3
14.22,2.52,1,78.19,3,2
35.58,8.82,3,16.03,3,3
14.61,3.74,3,44.02,2,2
34.03,8.28,1,39.55,3,2
39.46,10.39,1,86.14,2,3
2.85,-0.19,1,7.22,1,1
6.01,0.22,1,9.61,1,1
8.64,2.25,2,15.33,3,3
32.01,4.95,2,39.21,2,2
5.39,0.66,1,4.07,1,2
3.14,-0.29,1,4.25,1,1
43.65,10.5,8,104.53,2,3
56.15,14.44,3,227.03,3,3
38.31,8.53,2,85.22,2,2
12.34,2.19,3,50.9,2,3
67.65,18.89,4,141.8,3,4
6.51,1.32,1,4.5,1,2
64.16,23.31,9,319.62,3,4
1.33,0.3,1,6.96,1,1
84.03,30.63,3,489.38,3,4
19.98,4.18,3,38.26,2,2
1.14,-0.04,1,8.59,1,1
16.11,2.74,3,30.39,3,3
3.49,0.46,1,9.77,1,2
18.97,4.63,1,25.39,2,2
1.54,0.38,1,6.45,1,1
7.45,1.76,1,76.31,2,2
6.71,0.32,1,7.82,1,1
3.87,-0.24,1,7.86,1,1
3.35,-0.13,1,4.5,1,1
9.94,2.49,3,85.17,2,2
4.64,0.88,1,7.89,1,1
18.0,3.75,3,40.51,2,3
4.06,-0.26,1,6.84,1,1
4.73,-0.02,1,1.84,1,1
26.79,7.73,3,26.12,3,2
57.27,21.64,4,488.24,3,4
5.72,0.41,1,7.13,1,1
3.59,0.52,1,9.77,1,1
9.55,2.02,1,38.6,3,2
8.49,1.81,1,43.81,1,3
2.3,0.35,1,6.51,1,1
5.55,0.07,1,4.88,1,1
6.04,1.44,1,2.7,1,1
2.31,0.18,1,7.24,1,1
12.43,2.73,3,56.48,2,2
0.58,-0.0,1,4.26,1,1
39.47,8.97,1,96.28,3,2
4.87,0.56,1,4.53,2,1
113.75,36.72,8,236.03,3,3
4.98,0.09,1,4.46,1,1
5.83,0.84,1,2.99,2,1
31.74,5.98,3,42.32,2,2
14.69,3.26,2,71.03,2,2
0.76,0.08,1,4.53,1,1
25.74,4.08,1,19.27,3,2
36.3,7.64,2,76.35,3,3
4.33,-0.05,1,8.86,1,1
5.02,0.46,1,5.04,1,1
19.74,4.91,1,94.62,2,2
2.03,0.25,1,2.41,1,2
7.01,1.89,3,56.24,2,2
38.96,11.1,3,39.96,2,3
1.85,0.27,1,8.25,1,2
6.21,0.43,1,1.26,1,2
2.18,0.42,1,6.71,1,1
2.92,0.16,1,1.88,1,1
15.88,3.86,1,42.06,3,2
2.74,0.26,1,1.56,2,1
19.0,4.6,2,50.27,1,3
33.4,8.51,2,26.46,2,3
4.57,0.94,1,9.18,1,1
78.34,17.2,4,169.48,2,3
34.46,5.37,3,88.76,2,3
86.23,19.97,3,222.63,3,4
15.96,3.94,1,79.38,2,3
5.32,0.41,1,1.11,1,1
124.17,31.41,10,325.91,3,3
2.05,0.06,1,4.01,1,1
6.57,0.7,1,4.41,2,1
6.84,0.82,1,8.3,1,1
29.99,8.53,1,25.84,1,3
3.44,-0.13,1,3.04,1,1
35.52,6.81,2,66.75,2,3
39.01,10.5,2,56.69,2,3
1.64,0.39,1,1.67,1,1
6.08,1.35,1,3.58,1,2
6.36,1.43,1,5.96,2,2
1.72,0.2,1,9.23,1,1
2.39,0.15,1,2.41,1,2
4.91,0.74,1,4.35,1,1
57.54,18.63,8,286.62,3,3
17.45,4.45,1,63.06,3,3
